empresa;nome;logradouro;bairro;cidade;estado;cep;latitude;longitude;data_extracao
PetCamp;Rio Claro - PetCamp Rio Claro 29 - Loja 112;Av. 29;;Rio Claro;SP;;;;10/10/2025
PetCamp;Rio Claro - PetCamp Rio Claro - Loja 038;Avenida 2;Condomínio Club Home;Rio Claro;SP;13503077;-224.111.651;-475.673.347;10/10/2025
PetCamp;Santa Barbara d'Oeste - PetCamp Santa Barbara d'Oeste - 099;Avenida Alfredo Contatto;Jardim Dona Regina;Santa Bárbara d'Oeste;SP;13455726;-227.392.478;-473.643.616;10/10/2025
PetCamp;Sorocaba - PetCamp Ipanema - Loja 014;Rua Hilda Cardoso da Silva;Jardim das Flores;Sorocaba;SP;18071774;-234.627.284;-474.965.439;10/10/2025
PetCamp;Sorocaba - PetCamp Sorocaba Atanázio - Loja 105;Rua Diógenes Cardoso Filho;Jardim São Guilherme;Sorocaba;SP;18074643;-234.513.575;-474.838.649;10/10/2025
PetCamp;Sorocaba - PetCamp Campolim - Loja 045;Rua Heloísa Oliveira Evangelista;Parque Campolim;Sorocaba;SP;18048123;-2.353.418;-474.726.643;10/10/2025
PetCamp;Sorocaba - PetCamp Sorocaba Independência - Loja 070;Rua Euclides da Cunha;Vila Independência;Sorocaba;SP;18040330;-23.504.757;-47.470.863;10/10/2025
PetCamp;Sumaré - PetCamp Sumaré Real Park - Loja 085;Rua Guengo Kobayashi;Residencial Real Parque Sumaré;Sumaré;SP;13178553;-228.261.957;-472.145.451;10/10/2025
PetCamp;Sumaré - PetCamp Sumaré Maria Luiza- Loja 103;Rua Jose Elpidio de Oliveira;Jardim Cidade Nova (Nova Veneza);Sumaré;SP;13178312;-228.001.804;-471.924.128;10/10/2025
PetCamp;Sumaré - PetCamp Sumaré - Loja 013;Avenida Rebouças;Centro;Sumaré;SP;13170023;-228.223.188;-472.718.625;10/10/2025
PetCamp;Sumaré - PetCamp Santa Rosa - Loja 015;Rua Austrália;Jardim Golden Park Residence;Hortolândia;SP;13189116;-228.486.399.947;-472.098.423.159;10/10/2025
PetCamp;São Carlos - PetCamp São Carlos - Loja 040;Alameda A;Condomínio Residencial Village São Carlos ll;São Carlos;SP;13565400;-219.680.722;-478.923.449;10/10/2025
PetCamp;São José do Rio Preto - PetCamp Presidente - Loja 053;Avenida Presidente Juscelino Kubitschek de Oliveira;Jardim Moysés Miguel Haddad;São José do Rio Preto;SP;15093215;-208.520.672;-494.125.872;10/10/2025
PetCamp;São José do Rio Preto - PetCamp Yolanda - Loja 057;Rua Waldomiro Nadotti;;São José do Rio Preto;SP;;-2.080.916.120.601.060;493.519.504.625.669;10/10/2025
PetCamp;São José do Rio Preto - PetCamp São Miguel- Loja 110;Rua Virgílio Dias de Castro;Conjunto Habitacional São Deocleciano;São José do Rio Preto;SP;15057030;-207.920.741;-493.447.373;10/10/2025
PetCamp;São José do Rio Preto - PetCamp Estudantes - Loja 041;Alameda Franca;Jardim Roseana;São José do Rio Preto;SP;15030125;-208.079.216;-493.967.835;10/10/2025
PetCamp;São José do Rio Preto - PetCamp SJRP Coronel - Loja 079;Rua Redentora;Vila Redentora;São José do Rio Preto;SP;15015780;-208.185.094;-493.896.735;10/10/2025
PetCamp;São José dos Campos - PetCamp São José dos Campos Urbanova - Loja 118;Rua Doutor Luiz Fernando Leite Chaves;Condomínio Residencial Montserrat;São José dos Campos;SP;12244131;-231.881.859;-459.332.164;10/10/2025
PetCamp;São José dos Campos - PetCamp São José dos Campos Chaparral - Loja 119;Avenida Jorge Cury;Condomínio Residencial Monaco;São José dos Campos;SP;12244141;-232.060.404;-459.061.705;10/10/2025
PetCamp;São José dos Campos - PetCamp São José dos Campos Valesul - Loja 122;Rua Bertioga;Jardim Satélite;São José dos Campos;SP;12230710;-232.346.825;-458.826.362;10/10/2025
PetCamp;São José dos Campos - PetCamp São José dos Campos Aquarius - Loja 121;Rua Agenor Cursino;Altos do Esplanada;São José dos Campos;SP;12246012;-232.141.083;-459.021.864;10/10/2025
PetCamp;São José dos Campos - PetCamp São José dos Campos - Loja 101;Rua José Felicidade da Silva;Residencial Gazzo;São José dos Campos;SP;12236844;-232.618.288;-458.998.582;10/10/2025
PetCamp;São José dos Campos - PetCamp São José dos Campos JK - Loja 120;Rua Bem-te-vi;Condomínio Residencial Alphaville I;São José dos Campos;SP;12244052;-231.836.466;-458.568.141;10/10/2025
PetCamp;Tatuí - PetCamp Tatuí - Loja 116;Av Coronel Firmo Vieira de Camargo;;Tatuí;SP;;;;10/10/2025
PetCamp;Taubaté- PetCamp Taubaté Aparecida - Loja 104;Rua Antonio Pereira de Andrade;Vila Aparecida;Taubaté;SP;12052072;-230.149.006;-455.653.283;10/10/2025
PetCamp;Taubaté - PetCamp Taubaté - Loja 050;Rua Eurico Pereira Pena;Jardim Califórnia;Taubaté;SP;12062170;-230.045.418;-455.510.649;10/10/2025
PetCamp;Uberaba - PetCamp Uberaba Leopoldino - Loja 109;Avenida Leopoldino de Oliveira;Conjunto Frei Eugênio;Uberaba;MG;38081035;-197.549.795;-479.184.221;10/10/2025
PetCamp;Uberaba - PetCamp 3P Uberaba - Loja 084;Rua Doutor Antônio Rodrigues Braga;Irmãos Soares;Uberaba;MG;38060570;-19.748.722;-479.490.052;10/10/2025
PetCamp;Valinhos - PetCamp Valinhos - Loja 039;Rua Antônio Negrello;Apaga Fogo;Valinhos;SP;13277151;-229.907.635;-4.700.476;10/10/2025
PetCamp;Vinhedo - PetCamp Vinhedo - Loja 008;Rua Pouso do Chico Rey;Santa Cândida;Vinhedo;SP;13286674;-230.264.868;-469.818.353;10/10/2025
PetCamp;Votorantim - PetCamp Votorantim - Loja 042;Rua Zulmira Ramos;Jardim Paraíso;Votorantim;SP;18110370;-235.380.687;-474.520.136;10/10/2025
petland;Petland Lins;Rua Dom Bosco;Vila Alta;Lins;SP;16400-505;-2.167.198;-497.574.013;10/10/2025
petland;Petland Vila Gumercindo;Rua Tupanaci;Vila Gumercindo;São Paulo;SP;04131-020;-23.548;-463.742.640.957;10/10/2025
petland;Petland Textil;Avenida Guilherme Giorgi;Vila Carrão;São Paulo;SP;03422-001;-237.120.700.169;-468.149.739.476;10/10/2025
petland;Petland Menino Deus;Avenida Getúlio Vargas;Menino Deus;Porto Alegre;RS;90150-002;-30.037.680.009;-51.23;10/10/2025
petland;Petland Arvoredo;Avenida Princesa Isabel;Parque Recreio;Contagem;MG;32110-000;-198.792.202;-440.219.003;10/10/2025
petland;Petland Lajeado;Avenida Benjamin Constant;Centro;Lajeado;RS;95900-056;-29.462.995;-519.668.399;10/10/2025
petland;Petland Ipiranga;Rua Bom Pastor;Ipiranga;São Paulo;SP;04203-052;-232.977.099.666;-469.090.260.907;10/10/2025
petland;Petland Chácara Santo Antônio;Rua Cancioneiro Popular;Santo Amaro;São Paulo;SP;04710-000;-23.548;-469.749.018.514;10/10/2025
petland;Petland Limeira;Rua Sete de Setembro;Centro;Limeira;SP;13480-150;-225.665.354;-473.974.368;10/10/2025
petland;Petland Vila Mascote;Avenida Mascote;Vila Mascote;São Paulo;SP;04363-000;-232.779.999.695;-463.414.734.789;10/10/2025
petland;Petland Tude Bastos;Avenida Irmãos Adorno;Sítio do Campo;Praia Grande;SP;11725-320;-239.970.893;-464.217.894;10/10/2025
petland;Petland Araçatuba;Rua Sarjob Mendes;Icaray;Araçatuba;SP;16020-360;-212.236.144;-504.497.105;10/10/2025
petland;Petland Grageru;Avenida Ministro Geraldo Barreto Sobral;Grageru;Aracaju;SE;49027-255;-109.451.838;-370.624.862;10/10/2025
petland;Petland Aliança;Rua Bom Pastor;Ipiranga;São Paulo;SP;04203-052;-232.977.099.666;-469.090.260.907;10/10/2025
petland;Petland Outlet Premium Imigrantes;Estrada da Cama Patente;Alvarenga;São Bernardo do Campo;SP;09842-100;-23.694;-465.388.561.919;10/10/2025
petland;Petland Vila A;Avenida Engenheiro Hildemar Leite França;Vila Residencial A;Foz do Iguaçu;PR;85860-320;-255.384.599.903;-54.577.426.122;10/10/2025
petland;Petland Tapejara;;;Tapejara;RS;99950-000;-280.678.199.995;-52.014;10/10/2025
petland;Petland São Mateus;Avenida Presidente Itamar Franco;São Mateus;Juiz de Fora;MG;36016-321;-21.768.205;-433.501.397;10/10/2025
